person_id,gender,age,race,hispanic?,high_school_grad?,ged_received?,first_gen_college?,past_college_enrollment,zipcode,city,state,veteran_status,lead_created_date,hear_about_campus,utm_marketing_channel,application_start_date,first_meaningful_conversation_date,application_submit_date,interview_date,async_interview_date_c,assessment_decision,assessment_attempts,admit_date,admit_status,enroll_date,c,num_phone_calls,offer_letter_status,offer_letter_status_date,fafsa_status,enrollment_identity_verification_status,highschool_grad_verification_status,Registration Status end of first term,Credits Completed end of first term,Credits attempted in students first term,GPA end of First Term,last_date_attendance,quarter_start_date,quarter_end_date
11216,female,20,mixed,yes,yes,no,neither,no,95380,Turlock,CA,notApplicable,2024-06-01,facebook,facebook,2024-08-07,,2024-08-07,,,not taken,0,,,,FALSE,12,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11217,female,27,mixed,yes,yes,no,neither,yes,23320,Chesapeake,VA,notApplicable,2024-08-18,facebook,facebook,2024-08-18,,2024-08-18,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11218,male,23,americanIndian,yes,yes,no,neither,no,01440,Gardner,MA,notApplicable,2024-07-27,facebook,facebook,2024-07-27,2024-07-30,2024-07-27,2024-07-29,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11219,male,23,mixed,yes,yes,no,neither,no,17104,Harrisburg,PA,notApplicable,2024-07-16,natural search,unknown,2024-07-16,2024-08-05,2024-07-16,2024-07-19,,not taken,0,,,,FALSE,12,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11220,female,50,black,no,yes,no,neither,yes,32839,Orlando,FL,notApplicable,2024-08-22,facebook,facebook,2024-08-22,,2024-08-22,,,failed,1,,,,FALSE,9,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11221,male,30,black,no,yes,no,neither,yes,27260,High Point,NC,notApplicable,2024-08-27,tiktok,tiktok,2024-08-27,,2024-08-27,,,not taken,0,,,,FALSE,4,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11222,female,25,mixed,yes,no,yes,attended,no,76036,Crowley,TX,notApplicable,2024-08-10,facebook,facebook,2024-08-10,2024-08-14,2024-08-10,2024-08-21,,not taken,0,,,,FALSE,12,sent,2024-12-13,completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11223,female,30,mixed,yes,yes,no,neither,no,78209,San Antonio,TX,notApplicable,2024-08-22,facebook,facebook,2024-08-23,,2024-08-23,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11224,female,24,white,no,yes,no,neither,no,93728,Fresno,CA,notApplicable,2024-07-25,tiktok,facebook,2024-07-25,,2024-07-25,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11225,male,31,black,no,yes,no,attended,yes,22801,Harrisonburg,VA,notApplicable,2024-08-11,tiktok,tiktok,2024-08-12,,2024-08-12,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11226,male,56,black,no,yes,no,graduated,yes,48910,Lansing,MI,notApplicable,2024-07-14,facebook,unknown,2024-07-14,,2024-07-14,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11227,male,34,mixed,yes,no,yes,neither,yes,98023,Federal Way,WA,notApplicable,2024-07-23,snapchat,snapchat,2024-07-24,,2024-07-24,,,not taken,0,,,,FALSE,11,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11228,male,56,black,no,yes,no,neither,yes,77459,Missouri City,TX,notApplicable,2024-08-11,facebook,facebook,2024-08-11,,2024-08-11,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11229,female,26,black,no,yes,no,neither,no,33157,Cutler,FL,notApplicable,2024-08-30,natural search,unknown,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11230,female,37,black,no,yes,no,unknown,yes,70126,New Orleans,LA,notApplicable,2024-07-28,facebook,facebook,2024-07-29,,2024-07-29,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11231,male,20,mixed,yes,yes,no,unknown,no,67212,Wichita,KS,notApplicable,2024-09-03,facebook,facebook,2024-09-03,2024-09-05,2024-09-03,2024-09-05,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11232,male,43,black,no,no,yes,neither,no,39759,Starkville,MS,notApplicable,2024-07-16,facebook,facebook,2024-07-17,,2024-07-17,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11233,male,21,white,no,yes,no,graduated,yes,32714,Altamonte Springs,FL,notApplicable,2024-07-28,facebook,facebook,2024-07-28,,2024-07-28,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11234,female,19,black,yes,yes,no,unknown,no,02124,Boston,MA,notApplicable,2024-07-08,facebook,facebook,2024-07-08,,2024-07-08,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11235,female,37,black,no,yes,no,graduated,no,02111,Boston,MA,notApplicable,2024-07-19,snapchat,snapchat,2024-07-19,,2024-07-19,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11236,female,27,americanIndian,yes,yes,no,neither,yes,90706,Bellflower,CA,notApplicable,2024-08-22,facebook,facebook,2024-08-22,,2024-08-22,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11237,female,45,black,no,yes,no,neither,no,24558,Halifax,VA,notApplicable,2024-08-08,snapchat,snapchat,2024-08-08,,2024-08-08,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11238,female,22,black,no,yes,no,graduated,yes,30458,Statesboro,GA,notApplicable,2024-08-02,facebook,facebook,2024-08-02,,2024-08-02,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11239,male,18,black,no,yes,no,neither,no,32811,Orlando,FL,notApplicable,2024-08-20,linkedin,snapchat,2024-08-20,,2024-08-21,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11240,female,40,black,no,yes,no,unknown,no,77590,Texas City,TX,notApplicable,2024-07-16,facebook,facebook,2024-07-16,,2024-07-16,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11241,female,20,white,no,yes,no,graduated,no,83616,Eagle,ID,notApplicable,2024-08-24,facebook,facebook,2024-08-24,,2024-08-24,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11242,female,45,black,no,yes,no,neither,no,94134,San Francisco,CA,notApplicable,2024-07-17,facebook,unknown,2024-07-17,,2024-07-17,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11243,female,18,black,no,no,yes,graduated,no,34103,Naples,FL,notApplicable,2024-06-22,snapchat,snapchat,2024-06-22,,2024-06-22,,,not taken,0,,,,FALSE,11,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11244,female,46,black,no,yes,no,neither,yes,06851,Norwalk,CT,notApplicable,2024-08-02,facebook,facebook,2024-08-02,,2024-08-02,,,failed,1,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11245,female,31,black,no,yes,no,neither,yes,02301,Brockton,MA,notApplicable,2024-08-07,facebook,snapchat,2024-08-07,,2024-08-07,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11246,female,20,mixed,yes,yes,no,neither,no,33324,Plantation,FL,notApplicable,2024-08-02,facebook,facebook,2024-08-02,,2024-08-02,,,not taken,0,,,,FALSE,8,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11247,female,18,black,yes,yes,no,neither,no,44052,Lorain,OH,notApplicable,2024-08-29,facebook,facebook,2024-08-30,,2024-08-30,,,not taken,0,,,,FALSE,15,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11248,male,31,black,no,yes,no,unknown,no,48217,Detroit,MI,notApplicable,2024-08-27,facebook,unknown,2024-08-27,,2024-08-27,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11249,female,40,black,no,yes,no,attended,yes,30043,Lawerenceville,GA,notApplicable,2024-07-31,natural search,facebook,2024-07-31,,2024-07-31,2024-07-31,,not taken,0,,,,FALSE,5,not sent,2024-12-11,completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11250,female,23,white,yes,yes,no,neither,no,77075,Houston,TX,notApplicable,2024-07-13,facebook,unknown,2024-07-13,,2024-07-13,,,failed,1,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11251,female,40,black,no,no,yes,graduated,no,32226,"Jacksonville, Fl",FL,notApplicable,2024-06-30,facebook,facebook,2024-07-01,,2024-07-01,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11252,female,24,mixed,no,yes,no,neither,yes,92264,Palm Springs,CA,notApplicable,2024-08-14,employer,employer,2024-08-14,,2024-08-14,,,not taken,0,,,,FALSE,15,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11253,female,26,black,no,yes,no,neither,yes,53210,Milwaukee,WI,notApplicable,2024-09-03,facebook,facebook,2024-09-03,,2024-09-03,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11254,female,33,black,no,yes,no,neither,no,11213,Brooklyn,NY,notApplicable,2024-09-05,facebook,unknown,2024-09-05,,2024-09-05,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11255,female,52,black,no,yes,no,graduated,yes,29340,Gaffney,SC,notApplicable,2024-08-08,facebook,facebook,2024-08-08,,2024-08-08,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11256,female,44,black,no,yes,no,unknown,yes,92240,Desert Hot Springs,CA,spouse,2024-07-16,facebook,facebook,2024-07-17,,2024-07-17,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11257,male,19,white,yes,yes,no,unknown,no,78602,Bastrop,TX,notApplicable,2024-07-14,tiktok,tiktok,2024-09-05,,2024-09-05,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11258,male,49,mixed,no,yes,no,attended,no,98597,Yelm,WA,veteran,2024-08-14,facebook,unknown,2024-08-14,,2024-08-14,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11259,male,25,mixed,yes,no,yes,unknown,no,78207,San Antonio,TX,notApplicable,2024-07-13,unknown,facebook,2024-07-13,2024-07-18,2024-07-13,2024-09-06,,not taken,0,,,,FALSE,52,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11260,male,31,black,no,yes,no,graduated,no,38134,Memphis,TN,notApplicable,2024-08-06,tiktok,tiktok,2024-08-06,,2024-08-06,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11261,female,24,white,yes,yes,no,graduated,yes,89509,Reno,NV,notApplicable,2024-09-12,employer,employer,2024-09-12,,2024-09-12,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11262,female,39,black,no,yes,no,attended,yes,60616,Chicago,IL,notApplicable,2024-07-10,linkedin,google,2024-07-10,2024-07-11,2024-07-10,2024-07-11,,not taken,0,,,,FALSE,16,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11263,female,26,white,no,no,yes,neither,no,91773,San Dimas,CA,notApplicable,2024-08-19,facebook,facebook,2024-08-19,,2024-08-19,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11264,male,21,black,no,yes,no,graduated,yes,77081,Houston Tx,TX,notApplicable,2024-08-16,facebook,facebook,2024-08-16,,2024-08-16,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11265,female,37,black,no,yes,no,graduated,yes,30230,Hogansville,GA,notApplicable,2024-08-19,tiktok,facebook,2024-08-19,2024-08-19,2024-08-19,,,not taken,0,,,,FALSE,20,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11266,female,32,black,no,yes,no,neither,no,90805,Long Beach,CA,notApplicable,2024-08-12,facebook,facebook,2024-08-12,,2024-08-12,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11267,female,31,mixed,no,yes,no,graduated,no,98058,Renton,WA,notApplicable,2024-09-12,employer,employer,2024-09-12,,2024-09-12,,,failed,1,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11268,female,22,mixed,yes,yes,no,neither,no,40391,Winchester,KY,notApplicable,2024-09-11,employer,employer,2024-09-11,2024-09-13,2024-09-11,2024-09-13,,not taken,0,,,,FALSE,13,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11269,female,18,mixed,yes,yes,no,neither,no,19401,Norristown,PA,notApplicable,2024-06-20,employer,employer,2024-06-20,,2024-06-20,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11270,female,26,black,no,yes,no,neither,no,23509,Norfolk,VA,notApplicable,2024-07-18,facebook,facebook,2024-07-18,,2024-07-18,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11271,male,50,white,no,yes,no,attended,no,45230,Cincinnati,OH,notApplicable,2024-08-19,facebook,unknown,2024-08-19,,2024-08-19,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11272,no-binary,24,mixed,no,yes,no,unknown,yes,95650,Loomis,CA,notApplicable,2024-07-16,tiktok,unknown,2024-07-16,,2024-07-16,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11273,male,20,white,no,yes,no,graduated,no,34452,Inverness,FL,veteran,2024-08-30,facebook,facebook,2024-08-30,2024-09-03,2024-08-30,,2024-08-30,failed,1,,,,FALSE,4,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11274,female,19,black,no,yes,no,neither,no,23860,Hopewell,VA,notApplicable,2024-08-03,facebook,facebook,2024-08-03,,2024-08-03,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11275,male,26,white,no,yes,no,neither,no,73055,Marlow,OK,notApplicable,2024-07-24,natural search,facebook,2024-07-24,,2024-07-24,,,failed,1,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11276,male,34,white,no,yes,no,unknown,no,79605,Abilene,TX,notApplicable,2024-08-21,other,facebook,2024-08-21,,2024-08-21,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11277,male,18,white,no,no,yes,graduated,no,89521,Reno,NV,notApplicable,2024-07-23,facebook,unknown,2024-07-23,,2024-07-23,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11278,male,23,mixed,yes,yes,no,neither,no,40031,Lagrange,KY,notApplicable,2024-08-14,facebook,unknown,2024-08-14,,2024-08-14,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11279,female,20,white,no,yes,no,graduated,no,41005,Burlington,KY,notApplicable,2024-08-24,tiktok,tiktok,2024-08-24,,2024-08-24,,,failed,1,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11280,female,18,asian,no,yes,no,graduated,yes,44613,Brewster,OH,notApplicable,2024-09-12,employer,employer,2024-09-12,,2024-09-12,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11281,female,19,white,no,yes,no,graduated,yes,15905,Johnstown,PA,spouse,2024-08-25,tiktok,tiktok,2024-08-25,,2024-08-25,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11282,female,20,white,no,yes,no,neither,no,65737,Reeds Spring,MO,notApplicable,2024-07-21,tiktok,tiktok,2024-07-21,,2024-07-21,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11283,female,35,black,no,yes,no,neither,yes,64130,Kansas City,MO,notApplicable,2024-09-05,facebook,facebook,2024-09-05,2024-09-05,2024-09-05,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11284,male,20,mixed,yes,yes,no,unknown,no,95928,Chico,CA,notApplicable,2024-08-23,facebook,facebook,2024-08-23,2024-08-27,2024-08-23,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11285,female,18,black,no,no,yes,graduated,no,33916,Fort Myers,FL,notApplicable,2024-06-20,tiktok,tiktok,2024-06-20,2024-06-21,2024-06-21,,,failed,1,2024-06-24,No Interview,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11286,female,38,black,no,yes,no,neither,no,19144,Philadelphia,PA,notApplicable,2024-08-25,unknown,facebook,2024-08-26,,2024-08-26,,,failed,1,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11287,female,18,white,yes,yes,no,unknown,yes,92105,City Heights,CA,activeDuty,2024-09-05,facebook,facebook,2024-09-06,,2024-09-06,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11288,female,28,white,no,yes,no,attended,yes,32211,Jacksonville,FL,notApplicable,2024-07-11,tiktok,facebook,2024-07-11,,2024-07-11,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11289,female,25,white,no,yes,no,unknown,no,45042,Middletown,OH,notApplicable,2024-08-14,tiktok,unknown,2024-08-14,,2024-08-14,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11290,female,24,black,no,no,yes,neither,yes,34243,Sarasota,FL,notApplicable,2024-08-20,tiktok,unknown,2024-08-20,,2024-08-21,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11291,female,38,black,no,yes,no,neither,no,60201,Evanston,IL,notApplicable,2024-08-14,facebook,facebook,2024-08-14,2024-08-14,2024-08-14,2024-08-14,,not taken,0,,,,FALSE,13,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11292,female,65,black,no,yes,no,graduated,yes,34234,Sarasota,FL,notApplicable,2024-07-15,tiktok,google,2024-07-15,2024-07-16,2024-07-15,,,not taken,0,,,,FALSE,14,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
11293,male,20,asian,no,yes,no,attended,yes,06811,Danbury,CT,notApplicable,2024-08-05,facebook,facebook,2024-08-05,2024-08-07,2024-08-05,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11294,female,22,white,yes,yes,no,graduated,yes,76179,Saginaw,TX,notApplicable,2024-08-31,facebook,facebook,2024-08-31,,2024-08-31,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11295,female,23,white,yes,yes,no,neither,no,11967,Shirley,NY,notApplicable,2024-09-08,facebook,unknown,2024-09-08,,2024-09-08,,,not taken,0,,,,FALSE,16,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11296,female,19,white,yes,yes,no,graduated,yes,01826,Dracut,MA,notApplicable,2024-09-12,employer,employer,2024-09-12,,2024-09-12,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11297,female,24,mixed,no,yes,no,graduated,no,74112,Tulsa,OK,notApplicable,2024-09-09,tiktok,tiktok,2024-09-09,,2024-09-09,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11298,female,25,white,no,yes,no,graduated,yes,79511,Coahoma,TX,notApplicable,2024-08-04,facebook,unknown,2024-08-04,,2024-08-04,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11299,female,27,black,yes,yes,no,graduated,no,10701,Yonkers,NY,notApplicable,2024-09-02,tiktok,facebook,2024-09-02,,2024-09-02,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11300,female,43,mixed,yes,yes,no,neither,no,61764,Pontiac,IL,notApplicable,2024-08-29,facebook,facebook,2024-08-29,,2024-08-29,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11302,female,30,mixed,yes,yes,no,neither,yes,22027,Dunn Loring,VA,notApplicable,2024-08-04,tiktok,tiktok,2024-08-04,,2024-08-04,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11303,female,19,white,no,no,yes,unknown,no,85122,Casa Grande,AZ,notApplicable,2024-01-24,facebook,facebook,2024-07-16,,2024-07-16,,,failed,1,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
11304,female,24,white,no,yes,no,graduated,no,95326,Hughson,CA,notApplicable,2024-08-20,facebook,facebook,2024-08-20,,2024-08-20,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
